record_num,pmid,title,year,include?,notes
1068,"Export Date: 03 March 2026; Cited By: 3; Correspondence Address: P. Kordowitzki; Institute of Animal Reproduction and Food Research of Polish Academy of Sciences, Olsztyn, Tuwima Street 10, 10-243, Poland; email: p.kordowitzki@pan.olsztyn.pl",Nicotinamide adenine nucleotide—the fountain of youth to prevent oocyte aging?,2021,N,
1070,"Export Date: 03 March 2026; Cited By: 9; Correspondence Address: M. Abdellatif; Department of Cardiology, Medical University of Graz, Graz, Austria; email: mahmoud.abdellatif@medunigraz.at; J.A. Baur; Department of Physiology and Institute for Diabetes, Obesity and Metabolism, Perelman School of Medicine, University of Pennsylvania, Philadelphia, United States; email: baur@pennmedicine.upenn.edu; CODEN: CVREA",NAD+metabolism and cardiometabolic health: The human evidence,2021,N,
1072,"Export Date: 03 March 2026; Cited By: 5; Correspondence Address: J. Bass; Department of Medicine, Division of Endocrinology, Metabolism, and Molecular Medicine, Northwestern University Feinberg, School of Medicine, Chicago, United States; email: j-bass@northwestern.edu; CODEN: SCIEA",Supplements to treat prediabetes,2021,N,no metabolic outcomes
1073,"Export Date: 03 March 2026; Cited By: 74; Correspondence Address: E. Obrador; Department of Physiology, Faculty of Medicine and Odontology, University of Valencia, Valencia, 15 Av. Blasco Ibañez, 46010, Spain; email: elena.obrador@uv.es; J.M. Estrela; Department of Physiology, Faculty of Medicine and Odontology, University of Valencia, Valencia, 15 Av. Blasco Ibañez, 46010, Spain; email: jose.m.estrela@uv.es","The link between oxidative stress, redox status, bioenergetics and mitochondria in the pathophysiology of als",2021,N,protocol only
1074,"Export Date: 03 March 2026; Cited By: 35; Correspondence Address: D.F. Garway-Heath; NIHR Biomedical Research Centre, Moorfields Eye Hospital and UCL Institute of Ophthalmology, London, EC1V 9EL, United Kingdom; email: d.garwayheath@nhs.net",Neuroprotection in glaucoma: Nad+/nadh redox state as a potential biomarker and therapeutic target,2021,N,
1076,"Export Date: 03 March 2026; Cited By: 37; Correspondence Address: F.D. Khaidizar; Centre for Research in Biotechnology for Agriculture (CEBAR), University of Malaya, Kuala Lumpur, 50603, Malaysia; email: fiqri@um.edu.my; Y. Nakahata; Department of Neurobiology & Behavior, Nagasaki University Graduate School of Biomedical Sciences, Nagasaki, 852-8523, Japan; email: yasu-nakahata@nagasaki-u.ac.jp",Nicotinamide phosphoribosyltransferase as a key molecule of the aging/senescence process,2021,N,maybe? no placebo mentioned
1077,"Export Date: 03 March 2026; Cited By: 39; Correspondence Address: Q. Liu; Department of Cardiovascular Medicine, The Second Xiangya Hospital, Central South University, China; email: qimingliu@csu.edu.cn; CODEN: CCATA",NAD+ and cardiovascular diseases,2021,N,
1078,"Export Date: 03 March 2026; Cited By: 58; Correspondence Address: A.K. Shetty; Institute for Regenerative Medicine, Department of Molecular and Cellular Medicine, Texas A&M University Health Science Center College of Medicine, College Station, United States; email: akskrs@tamu.edu; CODEN: PHTHD",Gulf War Illness: Mechanisms Underlying Brain Dysfunction and Promising Therapeutic Strategies,2021,N,
1079,"Export Date: 03 March 2026; Cited By: 26; Correspondence Address: J.G. Pol; Centre de Recherche des Cordeliers, Equipe 11 labellisée par la Ligue Nationale contre le Cancer, INSERM, Sorbonne Université, Université de Paris, Paris, 75006, France; email: pol_jonathan@yahoo.fr; J.G. Pol; Centre de Recherche des Cordeliers, Equipe 11 labellisée par la Ligue Nationale contre le Cancer, INSERM, Sorbonne Université, Université de Paris, Paris, 75006, France; email: pol_jonathan@yahoo.fr; J.G. Pol; Centre de Recherche des Cordeliers, Equipe 11 labellisée par la Ligue Nationale contre le Cancer, INSERM, Sorbonne Université, Université de Paris, Paris, 75006, France; email: pol_jonathan@yahoo.fr",Metabolic reprogramming by reduced calorie intake or pharmacological caloric restriction mimetics for improved cancer immunotherapy,2021,N,review article
1080,"Export Date: 03 March 2026; Cited By: 57; Correspondence Address: J. Liu; Cardiovascular Surgery, Union Hospital, Huazhong University of Science and Technology, Wuhan, 430071, China; email: junweiliu@hust.edu.cn; CODEN: PHMRE",SIRT3 as a potential therapeutic target for heart failure,2021,N,
1082,"Export Date: 03 March 2026; Cited By: 1140; Correspondence Address: E. Verdin; Buck Institute for Research on Aging, Novato, United States; email: everdin@buckinstitute.org; CODEN: NRMCB",NAD+ metabolism and its roles in cellular processes during ageing,2021,N,
1083,"Export Date: 03 March 2026; Cited By: 25; Correspondence Address: S.A. McGrath-Morrow; Division of Pulmonary and Sleep, Children’s Hospital of Philadelphia, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, United States; email: mcgrathmos@chop.edu",Multidisciplinary management of ataxia telangiectasia: Current perspectives,2021,N,
1085,"Export Date: 03 March 2026; Cited By: 23; Correspondence Address: N. Braidy; Centre for Healthy Brain Ageing, School of Psychiatry, University of New South Wales, Sydney, Australia; email: n.braidy@unsw.edu.au; CODEN: COCMF",Can nicotinamide riboside protect against cognitive impairment?,2020,N,wrong population
1086,"Export Date: 03 March 2026; Cited By: 27; Correspondence Address: D. Ryu; Molecular and Integrative Biology Lab (MIB), Department of Molecular Cell Biology, Sungkyunkwan University School of Medicine, Suwon, South Korea; email: freefall@skku.edu; J.-Y. Choi; Department of Internal Medicine, Pusan National University School of Korean Medicine, Yangsan, South Korea; email: kmd@pusan.ac.kr; S. Stein; Center for Molecular Cardiology, University of Zurich, Schlieren, Switzerland; email: sokrates.stein@uzh.ch; S. Stein; Center for Molecular Cardiology, University of Zurich, Schlieren, Switzerland; email: sokrates.stein@uzh.ch; D. Ryu; Molecular and Integrative Biology Lab (MIB), Department of Molecular Cell Biology, Sungkyunkwan University School of Medicine, Suwon, South Korea; email: freefall@skku.edu; D. Ryu; Molecular and Integrative Biology Lab (MIB), Department of Molecular Cell Biology, Sungkyunkwan University School of Medicine, Suwon, South Korea; email: freefall@skku.edu; CODEN: EJCIB",Implications of NAD+ boosters in translational medicine,2020,N,NAD but not NMN/NR specifically
1087,"Export Date: 03 March 2026; Cited By: 10; Correspondence Address: L. Bally; Department of Diabetes, Endocrinology, Nutritional Medicine, and Metabolism, Inselspital, Bern University Hospital, University of Bern, Bern, 3010, Switzerland; email: lia.bally@insel.ch",Efficacy of dietary supplements to reduce liver fat,2020,N,
1089,"Export Date: 03 March 2026; Cited By: 158; Correspondence Address: X. Wei; Laboratory of Aging Research and Cancer Drug Target, State Key Laboratory of Biotherapy, National Clinical Research Center for Geriatrics, West China Hospital, Sichuan University, Chengdu, China; email: weixiaweiscu@126.com",Nicotinamide Mononucleotide: A Promising Molecule for Therapy of Diverse Diseases by Targeting NAD+ Metabolism,2020,N,niacin not NMN/NR
1091,"Export Date: 03 March 2026; Cited By: 80; Correspondence Address: N. Braidy; Centre for Healthy Brain Ageing, School of Psychiatry, University of New South Wales, Sydney, Australia; email: n.braidy@unsw.edu.au; CODEN: EXGEA",NAD+ therapy in age-related degenerative disorders: A benefit/risk analysis,2020,N,
1092,"Export Date: 03 March 2026; Cited By: 366; Correspondence Address: V. Andrés; Centro Nacional de Investigaciones Cardiovasculares (CNIC), Spain; email: vandres@cnic.es; CODEN: JACCD",Biological Versus Chronological Aging: JACC Focus Seminar,2020,N,review article
1094,"Export Date: 03 March 2026; Cited By: 72; Correspondence Address: E. Drehmer; Department of Basic Sciences, Catholic University of Valencia “San Vicente Mártir”, Valencia, Spain; email: eraci.drehmer@ucv.es",Antioxidant Alternatives in the Treatment of Amyotrophic Lateral Sclerosis: A Comprehensive Review,2020,N,
1095,"Export Date: 03 March 2026; Cited By: 156; Correspondence Address: F.S.G. Silva; CNC-Center for Neuroscience and Cell Biology, University of Coimbra, UC Biotech Building, Cantanhede, Biocant Park, Portugal; email: filomena.silva@uc-biotech.pt",Oxidative Stress in Amyotrophic Lateral Sclerosis: Pathophysiology and Opportunities for Pharmacological Intervention,2020,N,
1097,"Export Date: 03 March 2026; Cited By: 121; Correspondence Address: X. Wang; Faculty of Biology, Medicine and Health, The University of Manchester, Manchester, United Kingdom; email: xin.wang@manchester.ac.uk; CODEN: BJPCB",Mitochondrial function in the heart: the insight into mechanisms and therapeutic potentials,2019,N,
1100,"Export Date: 03 March 2026; Cited By: 47; Correspondence Address: K. Zainabadi; Glenn Center for the Science of Aging, Department of Biology, Koch Institute, MIT, Cambridge, 02139, United States; email: kayvan@alum.mit.edu; CODEN: PHMRE","Drugs targeting SIRT1, a new generation of therapeutics for osteoporosis and other bone related disorders?",2019,N,
1101,"Export Date: 03 March 2026; Cited By: 128; Correspondence Address: S.K. Poddar; Department of Clinical Pharmacy and Pharmacology, Faculty of Pharmacy, University of Dhaka, Dhaka, 1000, Bangladesh; email: saikatpoddar@du.ac.bd",Nicotinamide mononucleotide: Exploration of diverse therapeutic applications of a potential molecule,2019,N,
1102,Export Date: 03 March 2026; Cited By: 693; CODEN: NRDDA,Mitochondria as a therapeutic target for common pathologies,2018,N,
1103,Export Date: 03 March 2026; Cited By: 30,Nutritional Interventions for Mitochondrial OXPHOS Deficiencies: Mechanisms and Model Systems,2018,N,
1104,"Export Date: 03 March 2026; Cited By: 65; Correspondence Address: E.F. Fang; Department of Clinical Molecular Biology, University of Oslo, Akershus University Hospital, Lørenskog, 1478, Norway; email: e.f.fang@medisin.uio.no",Therapeutic potential of boosting NAD+ in aging and age-related diseases,2018,N,
1105,"Export Date: 03 March 2026; Cited By: 407; Correspondence Address: A.E. Kane; Department of Genetics, Harvard Medical School, Boston, 77 Ave Louis Pasteur, 02115, United States; email: alice_kane@hms.harvard.edu; CODEN: CIRUA",Sirtuins and NAD+ in the development and treatment of metabolic and cardiovascular diseases,2018,N,
1106,"Export Date: 03 March 2026; Cited By: 36; Correspondence Address: E.N. Chini; Laboratory of Signal Transduction and Molecular Nutrition, Department of Anesthesiology, Mayo Clinic College of Medicine, Rochester, United States; email: chini.eduardo@mayo.edu",Preclinical efficacy of the novel competitive NAMPT inhibitor STF-118804 in pancreatic cancer,2017,N,
1107,"Export Date: 03 March 2026; Cited By: 430; Correspondence Address: V.A. Bohr; Laboratory of Molecular Gerontology, National Institute on Aging, National Institutes of Health, Baltimore, 21224, United States; email: vbohr@nih.gov; CODEN: TMMRC",NAD+ in Aging: Molecular Mechanisms and Translational Implications,2017,N,case report
1108,"Export Date: 03 March 2026; Cited By: 9; Correspondence Address: P.D. Robbins; Department of Molecular Medicine and the Center on Aging, The Scripps Research Institute, Jupiter, 33458, United States; email: probbins@scripps.edu; CODEN: ACGEC",Advances in Therapeutic Approaches to Extend Healthspan: a perspective from the 2nd Scripps Symposium on the Biology of Aging,2017,N,
1109,"Export Date: 03 March 2026; Cited By: 47; Correspondence Address: D.M. Ney; Department of Nutritional Sciences, University of Wisconsin-Madison, United States; email: ney@nutrisci.wisc.edu; CODEN: MGMEF",Metabolomic changes demonstrate reduced bioavailability of tyrosine and altered metabolism of tryptophan via the kynurenine pathway with ingestion of medical foods in phenylketonuria,2017,N,
1110,"Export Date: 03 March 2026; Cited By: 11; Correspondence Address: S. Johann; Institute of Neuroanatomy, Faculty of Medicine, RWTH Aachen University, Aachen, Wendlingweg 2, 52074, Germany; email: sjohann@ukaachen.de; CODEN: CPDEF",Astrocytes pathology in ALS: A potential therapeutic target?,2017,N,duplicate
1111,"Export Date: 03 March 2026; Cited By: 15; Correspondence Address: V. Mallikarjun; Wellcome Trust Centre for Cell-Matrix Research, Division of Cell Matrix Biology and Regenerative Medicine, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, M13 9PT, United Kingdom; email: venkatesh.mallikarjun@postgrad.manchester.ac.uk",Therapeutic Manipulation of Ageing: Repurposing Old Dogs and Discovering New Tricks,2016,N,case report
1113,"Export Date: 03 March 2026; Cited By: 25; Correspondence Address: D.M. Turnbull; Wellcome Trust Centre for Mitochondrial Research, Institutes of Neuroscience and Cellular and Molecular Bioscience, Newcastle University Medical School, Newcastle University, Newcastle upon Tyne, Tyne and Wear, United Kingdom; email: doug.turnbull@newcastle.ac.uk; CODEN: BMBUA",Potential compounds for the treatment of mitochondrial disease,2015,N,
1114,"Export Date: 03 March 2026; Cited By: 31; Correspondence Address: S. Rahman; Mitochondrial Research Group, Genetics and Genomic Medicine, Institute of Child Health, University College London and Metabolic Unit, Great Ormond Street Hospital, London, 30 Guilford Street, WC1N 1EH, United Kingdom; email: shamima.rahman@ucl.ac.uk; CODEN: JIMDD",Emerging aspects of treatment in mitochondrial disorders,2015,N,
