record_num,id,reason,precursor,title,authors,year,journal,doi
774,CN-01440463,Not NMN/NR intervention,none,Subcostal transversus abdominis plane block can improve analgesia after laparoscopic cholecystectomy,"Vrsajkov, V; Mančić, N; Mihajlović, D...",2018,Brazilian journal of anesthesiology,10.1016/j.bjan.2017.10.006
775,CN-00964690,No relevant precursor,none,Intravenous ghrelin accelerates postoperative gastric emptying and time to first bowel movement in humans,"Falkén, Y; Webb, DL; Abraham-Nordling, M...",2013,Neurogastroenterology and motility,10.1111/nmo.12098
776,CN-02652910,No NMN or NR,none,Application of remazolam combined with nerve block in elderly patients with colorectal cancer,"ChiCTR2300077754,",2023,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2300077754,
777,CN-01122489,No relevant precursor,none,"Red yeast rice lowers cholesterol in physicians - a double blind, placebo controlled randomized trial","Verhoeven, V; Lopez Hartmann, M; Remmen, R...",2013,BMC complementary and alternative medicine,10.1186/1472-6882-13-178
778,CN-01104745,Unrelated intervention,none,Randomized phase 2 study of carboplatin and bevacizumab in recurrent glioblastoma,"Field, KM; Simes, J; Nowak, AK...",2015,Neuro-oncology,10.1093/neuonc/nov104
779,CN-02667914,No NMN/NR,none,A multi-institutional phase I study of acetazolamide with temozolomide in adults with newly diagnosed MGMT-methylated malignant glioma,"Driscoll, RK; Lyne, SB; Voce, DJ...",2024,Neuro-oncology advances,10.1093/noajnl/vdae014
780,CN-01027405,No relevant precursor,none,"Alisporivir (ALV) plus peginterferon/ribavirin (PR) achieves high SVR12 rates among null responders, IL28BCT/TT and cirrhotic HCVG1 patients (fundamental study interim analysis)","Buti, M; Flisiak, R; Rasenack, J...",2013,Journal of hepatology,10.1016/S0168-8278(13)61420-8
781,CN-02914036,No NMN/NR,none,"A single-center, randomized, double-blind, positive-controlled Phase II clinical study evaluating the preliminary efficacy, safety, and pharmacokinetic profile of levobupivacaine and 2-hydroxyethyl lidocaine aminium bromide injection (development code: LL10) for postoperative analgesia in patients undergoing elective surgery","ChiCTR2500109857,",2025,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2500109857,
782,CN-01550976,No NMN/NR,none,Effect of Methylprednisolone on Quadriceps Muscle Function in Patients Undergoing Total Knee-arthroplasty,"NCT02319343,",2014,https://clinicaltrials.gov/show/NCT02319343,
783,CN-02008904,No NMN/NR,none,Effect of Liraglutide on Times in Glycaemic Ranges as Assessed by CGM for Type 2 Diabetes Patients Treated With Multiple Daily Insulin Injections,"Sofizadeh, S; Imberg, H; Olafsdottir, AF...",2019,Diabetes therapy,10.1007/s13300-019-00692-1
784,CN-01032736,Not NMN/NR intervention,none,"PRAISE: prospective, randomized, double blinded, vlulti- centcr, clinical study for the evaluation of iloprost in the early postoperative period after liver transplantation, the study protocol","Barihel, E; Rauchfuß, F; Breternitz-Gruhne, M...",2011,Liver transplantation,10.1002/lt.22457
785,CN-01103686,No NMN or NR,none,Type 1 diabetes-related quality of life in Rwanda,"Sibomana, L; Rwabufigiri, B; Kaberuka, V...",2015,Diabetes,10.2337/db159321471
786,CN-02659609,Different supplement,none,Balancing the Bleeding Risk &amp; Treatment Related Complications in Immune Thrombocytopenia - an Unmet Need: real-World Data from India,"Chattopadhyay, D; Bakliwal, A; Vaniyath, S...",2022,Blood,10.1182/blood-2022-171185
787,CN-01521150,No relevant precursor,none,Stretching and Strength Training for Improved Gait Function in Children With Spastic Cerebral Palsy,"NCT02917330,",2016,https://clinicaltrials.gov/show/NCT02917330,
788,CN-02271408,Unrelated intervention,none,"Venetoclax, FLT3 inhibitor and decitabine in FLT3mut acute myeloid leukemia: subgroup analysis of a phase II trial","Maiti, A; DiNardo, CD; Ravandi, F...",2020,Blood,10.1182/blood-2020-137822
789,CN-02660588,No relevant precursor,none,Body composition monitoring in patients with IBS-D and IBS-M undergoing fecal microbiota transplantation,"Vejmelka, J; Prazanova, I; Kollerova, M...",2023,Clinical nutrition ESPEN,10.1016/j.clnesp.2023.09.889
791,CN-02379907,Different supplement,none,A study to test the safety and effects of a new CB1 antagonist ANEB-001 in healthy occasional cannabis users,"ISRCTN45282100,",2021,https://trialsearch.who.int/Trial2.aspx?TrialID=ISRCTN45282100,
792,CN-02256174,Not NAD+ precursor,none,Evaluating the effects of a novel drug on THC effects,"EUCTR2021-000305-24-NL,",2021,https://trialsearch.who.int/Trial2.aspx?TrialID=EUCTR2021-000305-24-NL,
793,CN-01861645,No NMN/NR,none,"A randomized, double-blind, multicenter, active-controlled, parallel design trial to evaluate the safety and efficacy of the combination of valsartan/amlodipine 160/5 mg or 160/10 mg versus valsartan 160 mg alone for 8 weeks in hypertensive patients who are not adequately controlled on valsartan 160 mg monotherapy - N/A","EUCTR2004-000671-34-GB,",2005,https://trialsearch.who.int/Trial2.aspx?TrialID=EUCTR2004-000671-34-GB,
794,CN-02460422,Not NAD+ precursor,none,"EFFICACY and SAFETY of UPADACITINIB in PATIENTS with ACTIVE ANKYLOSING SPONDYLITIS REFRACTORY to BIOLOGIC THERAPY: a DOUBLEBLIND, RANDOMIZED, PLACEBO-CONTROLLED PHASE 3 TRIAL","Van Der Heijde, D; Baraliakos, X; Sieper, J...",2022,Annals of the rheumatic diseases,10.1136/annrheumdis-2022-eular.2518
795,CN-02873993,Unrelated intervention,none,POS0900 BIMEKIZUMAB MAINTAINED STRINGENT CLINICAL RESPONSES OVER 2 YEARS IN PATIENTS WITH AXIAL SPONDYLOARTHRITIS: RESULTS FROM TWO PHASE 3 STUDIES,"Proft, F; van der Heijde, D; Schwartzman, S...",2025,Annals of the rheumatic diseases,10.1016/j.ard.2025.06.255
796,CN-02762764,Not NAD+ precursor,none,Improving services for identifying and treating depression in primary healthcare clinics,"ISRCTN13462277,",2024,https://trialsearch.who.int/Trial2.aspx?TrialID=ISRCTN13462277,
797,CN-02715943,Not NAD+ precursor,none,"A randomized, double-blind, placebo-controlled study to assess the safety, tolerability, pharmacokinetics and pharmacodynamics of single oral doses of CB1 antagonist ANEB-001 in healthy occasional cannabis users","NL-OMON54271,",2021,https://trialsearch.who.int/Trial2.aspx?TrialID=NL-OMON54271,
798,CN-01506067,No NMN/NR,none,Bromocriptine and Insulin Sensitivity,"NCT02428946,",2014,https://clinicaltrials.gov/show/NCT02428946,
799,CN-01795175,Different supplement,none,Prehabilitation Versus Enhanced Recovery Program for Elective Colorectal Cancer Surgery,"NCT03758209,",2018,https://clinicaltrials.gov/show/NCT03758209,
800,CN-02953798,Different supplement,none,The functional outcomes of sleep questionnaire vigilance domain but not the epworth sleepiness scale predicts psychomotor vigilance test in mild to moderate obstructive sleep apnea,"Ferretti, D; Zou, D; Strassberger, C...",2024,Journal of sleep research,10.1111/jsr.14291
801,CN-02608954,Different supplement,none,"Effectiveness of Complementary Food Based on Foodrecipe Locally Produced in Malnutrition Prevention of Child 6–23, Katanga DRC: randomized Controlled Trial of MASO31 Recipe","Bulaya, E; Mapatano, A",2022,Current developments in nutrition,10.1093/cdn/nzac072.005
802,CN-00811310,No relevant precursor,none,"Improving glycaemic control and life skills in adolescents with type 1 diabetes: a randomised, controlled intervention study using the Guided Self-Determination-Young method in triads of adolescents, parents and health care providers integrated into routine paediatric outpatient clinics","Husted, GR; Thorsteinsson, B; Esbensen, BA...",2011,BMC pediatrics,10.1186/1471-2431-11-55
803,CN-01793771,No NMN or NR,none,Phase II study on lenvatinib (LEN) in recurrent and/or metastatic (R/M) adenoid cystic carcinomas (ACC) of the salivary glands (SG) of the upper aereodigestive tract (NCT02860936),"Locati, L; Galbiati, D; Calareso, G...",2018,Journal of clinical oncology,10.1200/jco.2018.36.15_suppl.6086
804,CN-02086152,No relevant precursor,none,"Perioperative omega-3 fatty acids fail to confer protection in liver surgery: results of a multicentric, double-blind, randomized controlled trial","Linecker, M; Botea, F; Aristotele Raptis, D...",2020,Journal of hepatology,10.1016/j.jhep.2019.10.004
805,CN-00506728,Not NAD+ precursor,none,Peginterferon-alpha2B and ribavirin combination therapy in chronic hepatitis C genotype 4: impact of treatment duration on sustained virologic response,"Kamal, SM; El Tawil, A; He, Q...",2004,"Hepatology (Baltimore, Md.)",
806,CN-00173173,Type 1 diabetes,unclear,The effect of nicotinamide in recent-onset type 1 diabetes regarding the level of beta-cell reserve,"Satman, I; Dinccag, N; Karsidag, K...",1995,Klinik gelisim,
807,CN-01944794,Wrong intervention,none,Walking Green: the Effects of Walking in Forested and Urban Areas,"NCT03950661,",2019,https://clinicaltrials.gov/show/NCT03950661,
808,CN-02179258,No relevant precursor,none,ProCAID: a randomized doubleblind phase II clinical trial of capivasertib (C) in combination with docetaxel and prednisolone chemotherapy (DP) in metastatic castration-resistant prostate cancer (mCRPC),"Crabb, SJ; Griffiths, GO; Marwood, E...",2020,Journal of clinical oncology,10.1200/JCO.2020.38.15_suppl.5520
809,CN-02870705,No relevant precursor,none,Smart Angioplasty Research Team-Coronary CT Angiography Versus Standard Care as Follow-up Strategies in High-Risk Patients After PCI (SMART-CARE),"NCT07009418,",2025,https://clinicaltrials.gov/study/NCT07009418,
810,CN-01397600,No NMN/NR,none,A phase I trial of panobinostat with ipilimumab in advanced melanoma,"Khushalani, NI; Markowitz, J; Eroglu, Z...",2017,Journal of clinical oncology,
811,CN-02796415,Different supplement,none,Drug Development,"Edison, P",2024,Alzheimer's &amp; dementia,10.1002/alz.089799
812,CN-01469288,Different supplement,none,Discovery to first-in-man studies of a multi-peptide-based hepatocellular carcinoma vaccine adjuvanted with CV8102 (RNAdjuvant) - HEPAVAC,"Mayer, A; Accolla, R; Ma, YT...",2017,Journal of hepatology,
813,CN-01788701,No NMN or NR,none,Outcome of ruxolitinib and sirolimus in preventing aGVHD post to HLA matched hemotopietic stem cell transplantation,"Wang, S; Huang, X; Liu, L...",2018,Blood,10.1182/blood-2018-99-119109
815,CN-02844894,No relevant precursor,none,Antimicrobial photodynamic therapy and photobiomodulation in alveolar socket healing of diabetic Patients,"RBR-10b6dcpr,",2025,https://trialsearch.who.int/Trial2.aspx?TrialID=RBR-10b6dcpr,
816,CN-01851133,Different supplement,none,Clinical trial to investigate the analgesic effect of Aspirin during the application of 8% capsaicin patch,"EUCTR2012-002947-74-AT,",2013,https://trialsearch.who.int/Trial2.aspx?TrialID=EUCTR2012-002947-74-AT,
817,CN-02707403,No relevant precursor,none,Patients' Positions on Analgesic Efficacy of ESPB,"NCT06441071,",2024,https://clinicaltrials.gov/ct2/show/NCT06441071,
818,CN-01883539,Not NAD+ precursor,none,A study in people with Cystic Fibrosis (a rare hereditary lung disease) to assess the efficacy and safety of a combination of two experimental drugs,"EUCTR2014-004787-37-DE,",2015,https://trialsearch.who.int/Trial2.aspx?TrialID=EUCTR2014-004787-37-DE,
819,CN-02196693,Wrong intervention,none,Long Term Effect of Trimodal Prehabilitation Compared to ERAS in Colorectal Cancer Surgery,"NCT04595604,",2020,https://clinicaltrials.gov/ct2/show/NCT04595604,
820,CN-01136820,Different supplement,none,Early weight loss with liraglutide 3.0 mg is good predictor of clinically meaningful weight loss after 56 weeks,"Bluher, M; Hermansen, K; Greenway, F...",2015,Diabetologia,10.1007/s00125-015-3687-4
821,CN-02494281,Not NMN/NR intervention,none,THE OUTCOME OF BALANCE EXERCISES AND AGILITY TRAINING FOR POST ANTERIOR CRUCIATE LIGAMENT (ACL) RECONSTRUCTION: CLINICAL ASSESSMENT,"Ismail, SMA",2021,Journal of ISAKOS,10.1136/jisakos-2021-congress.6
822,CN-00652999,Wrong intervention,none,Incidence of type 2 diabetes mellitus and glucose abnormalities in treated patients with chronic hepatitis c infection: results of a controlled follow-up study,"Giordanino, C; Bugianesi, E; Smedile, A...",2007,"Hepatology (Baltimore, Md.)",
823,CN-02366679,Different supplement,none,Effectiveness of a Powered Exoskeleton Combined With FES for Patients With Chronic SCI: a RCT,"NCT05187650,",2021,https://clinicaltrials.gov/ct2/show/NCT05187650,
824,CN-02051128,Not NMN/NR intervention,none,Impact of rituximab in the clinical outcomes of hairy cell leukemia: a retrospective single-institution analysis,"Gonter-Aubin, K; Kerr, DA; Rose, A...",2019,Blood,10.1182/blood-2019-129028
825,CN-02305414,Not NMN/NR intervention,none,Phase I/II trial of pembrolizumab and cabozantinib in the treatment of metastatic renal cell carcinoma (mRCC),"Kessler, ER; Hu, J; Srivastava, G...",2021,Journal of clinical oncology,10.1200/JCO.2021.39.15_suppl.4544
826,CN-02048857,Different supplement,none,Clinical outcomes of ruxolitinib in the salvage treatment of chronic graft-versus-host disease,"Ji, Y; Tang, B; Zhu, X...",2019,Blood,10.1182/blood-2019-130138
827,CN-01335135,Wrong intervention,none,A multicenter study evaluating the safety of romiplostim at maximal dosage for emergency bleeding situations in immune thrombocytopenia,"Roumier, M; Terriou, L; Hamidou, M...",2016,Blood,
828,CN-02321697,No NMN/NR,none,Exclusive Chemoradiotherapy With or Without Radiation Dose Escalation in Esophageal Cancer: multicenter Phase 2/3 Randomized Trial CONCORDE (PRODIGE-26),"Crehange, G; M'vondo, C; Bertaut, A...",2021,International journal of radiation oncology biology physics,10.1016/j.ijrobp.2021.07.045
829,CN-02617448,No NMN or NR,none,"Effect of single or combined caffeine and L-Theanine supplementation on shooting and cognitive performance in elite curling athletes: a double-blind, placebo-controlled study","Yilmaz, U; Buzdagli, Y; Polat, ML...",2023,Journal of the International Society of Sports Nutrition,10.1080/15502783.2023.2267536
830,CN-00789732,Not NMN/NR intervention,none,Lack of disease modifying activity of celecoxib in end-stage osteoarthritis: a randomized controlled trial,"De Boer, TN; Mastbergen, SC; Huisman, AM...",2010,Osteoarthritis and cartilage,10.1016/S1063-4584(10)60355-X
831,CN-01800009,Different supplement,none,"Supplering med hCG ved kontrolleret ovariel stimulering med rekombinant FSH for in vitro fertilisering Et randomiseret kontrolleret klinisk studie Kliniske, embryonale, endokrine og genetiske aspekter","EUCTR2008-008355-42-DK,",2009,https://trialsearch.who.int/Trial2.aspx?TrialID=EUCTR2008-008355-42-DK,
832,CN-02631150,No NMN/NR,none,Restorative potential of different noise-exposed natural and urban environments,"ISRCTN48943261,",2023,https://trialsearch.who.int/Trial2.aspx?TrialID=ISRCTN48943261,
833,CN-02134205,No NMN/NR,none,Near-infrared Spectroscopy Guided Percutaneous Coronary Intervention in Patients With Acute Myocardial Infarction,"NCT04460482,",2020,https://clinicaltrials.gov/ct2/show/NCT04460482,
834,CN-02433726,No NMN/NR,none,"Causes, mechanisms and consequences of binge eating: understanding maladaptive reward memory processes in young people who binge eat: study II - Counterconditioning","ISRCTN11910433,",2019,http://www.who.int/trialsearch/Trial2.aspx?TrialID=ISRCTN11910433,
837,CN-02423746,Not NAD+ precursor,none,"Arthroscopic Rotator Cuff Repair Performed With Intraarticular Tranexamic Acid Could it Provide Improved Visual Clarity and Less Post-operative Pain? A Prospective, Double Blind, Randomized Study of 64 Patients","NCT05453266,",2022,https://clinicaltrials.gov/show/NCT05453266,
838,CN-02755889,Wrong intervention,none,"A Proof of Concept (PoC), Randomized, Controlled Study to Validate the Algorithm and Evaluate the Accuracy, Safety and Pain Level of the Smartest-AE in Comparison to Self-measure Blood Glucose Levels","NCT06587087,",2024,https://clinicaltrials.gov/ct2/show/NCT06587087,
